,brand,year,selling_price,fuel,seller_type,mileage
453,Ford,2018,950000,Diesel,Individual,23.0 kmpl
454,Hyundai,2015,610000,Diesel,Individual,21.19 kmpl
455,Hyundai,2012,525000,Diesel,Individual,22.54 kmpl
456,Honda,2019,700000,Diesel,Individual,23.8 kmpl
457,Mahindra,2015,375000,Diesel,Individual,15.96 kmpl
458,Nissan,2015,580000,Diesel,Individual,20.45 kmpl
459,Maruti,2015,434999,Petrol,Individual,20.4 kmpl
460,Datsun,2020,350000,Petrol,Individual,22.5 kmpl
461,Toyota,2012,730000,Diesel,Individual,12.99 kmpl
462,Hyundai,2015,600000,Petrol,Individual,18.6 kmpl
463,Toyota,2015,1050000,Diesel,Individual,12.99 kmpl
464,Maruti,2017,735000,Diesel,Individual,27.39 kmpl
465,Renault,2018,1050000,Diesel,Dealer,19.6 kmpl
466,Chevrolet,2016,420000,Diesel,Individual,18.2 kmpl
467,Maruti,2017,800000,Diesel,Individual,23.65 kmpl
468,Toyota,2015,2000000,Diesel,Individual,12.55 kmpl
469,Maruti,2016,600000,Diesel,Individual,26.59 kmpl
470,Toyota,2015,1900000,Diesel,Individual,12.55 kmpl
471,Chevrolet,2011,500000,Diesel,Individual,11.5 kmpl
472,Tata,2011,200000,Diesel,Individual,17.0 kmpl
473,Nissan,2016,370000,Petrol,Individual,19.49 kmpl
474,Hyundai,2010,260000,Diesel,Individual,16.2 kmpl
475,Mahindra,2016,280000,Diesel,Individual,25.32 kmpl
476,Maruti,2014,610000,Petrol,Individual,16.02 kmpl
477,Ford,2013,300000,Diesel,Individual,23.5 kmpl
478,Tata,2010,140000,Diesel,Individual,16.6 kmpl
479,Hyundai,2008,229999,Petrol,Individual,19.81 kmpl
480,Maruti,2010,200000,Petrol,Individual,19.0 kmpl
481,Maruti,2011,200000,Petrol,Individual,18.9 kmpl
482,Hyundai,2015,560000,Diesel,Individual,23.9 kmpl
483,Maruti,2016,750000,Diesel,Individual,24.52 kmpl
484,Maruti,2017,585000,Diesel,Individual,25.2 kmpl
485,Hyundai,2016,760000,Petrol,Individual,17.01 kmpl
486,Maruti,2014,430000,Diesel,Individual,25.2 kmpl
487,Mahindra,2020,480000,Diesel,Individual,25.32 kmpl
488,Kia,2019,643000,Diesel,Individual,20.8 kmpl
489,Hyundai,2018,500000,Petrol,Individual,20.14 kmpl
490,Honda,2016,425000,Petrol,Individual,18.5 kmpl
491,Maruti,2014,250000,Petrol,Individual,22.74 kmpl
492,Maruti,2016,285000,Diesel,Individual,27.62 kmpl
493,Maruti,2008,160000,Petrol,Individual,17.5 kmpl
494,Volkswagen,2011,250000,Diesel,Individual,20.54 kmpl
495,Chevrolet,2013,170000,Petrol,Individual,18.6 kmpl
496,Toyota,2013,409999,Diesel,Individual,23.59 kmpl
497,Hyundai,2015,400000,Petrol,Individual,18.9 kmpl
498,Maruti,2019,700000,Diesel,Individual,28.4 kmpl
499,Honda,2007,350000,Petrol,Individual,12.9 kmpl
500,Maruti,2016,660000,Petrol,Individual,17.5 kmpl
501,Maruti,2017,268000,Petrol,Individual,24.7 kmpl
502,Maruti,2016,270000,Petrol,Individual,22.74 kmpl
503,Chevrolet,2013,300000,Diesel,Individual,25.44 kmpl
504,Tata,2017,450000,Petrol,Individual,23.84 kmpl
505,Chevrolet,2012,220000,Diesel,Individual,25.44 kmpl
506,Tata,2009,250000,Diesel,Individual,13.93 kmpl
507,Ford,2012,300000,Petrol,Individual,15.6 kmpl
508,Tata,2009,88000,Diesel,Individual,17.88 kmpl
509,Maruti,2016,561000,Diesel,Individual,26.59 kmpl
510,Maruti,2018,755000,Diesel,Individual,28.4 kmpl
511,Datsun,2017,235000,Petrol,Individual,22.7 kmpl
512,Maruti,2011,165000,Petrol,Individual,20.92 kmpl
513,Maruti,2008,190000,Diesel,Individual,19.3 kmpl
514,Tata,2011,110000,Diesel,Individual,17.2 kmpl
515,Mahindra,2012,320000,Diesel,Individual,13.6 kmpl
517,Hyundai,2016,540000,Petrol,Individual,18.6 kmpl
518,Hyundai,2013,180000,Petrol,Individual,21.1 kmpl
519,Maruti,2016,270000,Petrol,Individual,15.37 kmpl
520,Maruti,2012,450000,Petrol,Individual,17.5 kmpl
521,Maruti,2014,450000,Petrol,Individual,19.1 kmpl
522,Chevrolet,2015,200000,Petrol,Individual,18.6 kmpl
523,Tata,2017,425000,Petrol,Individual,23.84 kmpl
524,Chevrolet,2016,400000,Petrol,Individual,18.2 kmpl
525,Maruti,2009,125000,Petrol,Individual,19.7 kmpl
526,Jeep,2018,1600000,Diesel,Individual,17.1 kmpl
527,Honda,2015,900000,Petrol,Individual,17.4 kmpl
528,Volkswagen,2012,450000,Diesel,Individual,20.54 kmpl
529,Maruti,2011,210000,Petrol,Individual,20.92 kmpl
530,Hyundai,2018,801000,Petrol,Individual,18.6 kmpl
531,Tata,2014,317000,Diesel,Individual,15.42 kmpl
532,Maruti,2015,600000,Petrol,Individual,16.02 kmpl
533,Hyundai,2014,330000,Petrol,Individual,18.5 kmpl
534,Hyundai,2017,320000,Petrol,Individual,21.1 kmpl
536,Hyundai,2007,120000,Petrol,Individual,15.3 kmpl
537,Maruti,2009,130000,Petrol,Individual,19.7 kmpl
538,Chevrolet,2015,220000,Petrol,Individual,18.2 kmpl
540,Tata,2015,340000,Petrol,Individual,17.57 kmpl
541,Ford,2013,200000,Diesel,Individual,19.68 kmpl
542,Maruti,2002,140000,Petrol,Individual,19.7 kmpl
543,Toyota,2013,1000000,Diesel,Individual,12.99 kmpl
544,Mahindra,2010,495000,Diesel,Individual,13.6 kmpl
545,Maruti,2015,236000,Petrol,Individual,22.74 kmpl
546,Maruti,2015,390000,Petrol,Individual,20.51 kmpl
547,Maruti,2009,275000,Diesel,Individual,19.3 kmpl
548,Tata,2015,503000,Diesel,Individual,14.1 kmpl
549,Maruti,2017,775000,Diesel,Dealer,24.3 kmpl
550,Toyota,2016,1800000,Diesel,Individual,11.36 kmpl
551,Hyundai,2016,850000,Diesel,Individual,19.67 kmpl
552,Maruti,2018,750000,Diesel,Individual,24.3 kmpl
553,Hyundai,2018,570000,Petrol,Individual,18.6 kmpl
554,Hyundai,2018,580000,Petrol,Individual,18.9 kmpl
555,Honda,2016,484999,Petrol,Individual,18.7 kmpl
556,Honda,2017,700000,Petrol,Dealer,15.4 kmpl
557,Hyundai,2012,415000,Petrol,Dealer,17.7 kmpl
558,Nissan,2015,325000,Petrol,Individual,19.34 kmpl
559,Ford,2018,550000,Petrol,Individual,18.16 kmpl
560,Hyundai,2017,300000,Petrol,Individual,21.1 kmpl
561,Datsun,2018,217000,Petrol,Individual,22.7 kmpl
562,Ford,2018,700000,Petrol,Individual,19.0 kmpl
563,Hyundai,2019,466000,Petrol,Individual,20.3 kmpl
564,Ford,2014,484999,Diesel,Dealer,23.0 kmpl
565,Nissan,2018,670000,Diesel,Individual,22.71 kmpl
566,Hyundai,2018,500000,Petrol,Individual,18.9 kmpl
567,Maruti,2016,675000,Diesel,Individual,23.65 kmpl
568,Hyundai,2011,220000,Diesel,Individual,23.0 kmpl
569,Jeep,2017,1650000,Diesel,Individual,17.1 kmpl
570,Maruti,2013,630000,Diesel,Individual,20.77 kmpl
571,Tata,2010,250000,Diesel,Individual,18.8 kmpl
572,Maruti,2004,120000,Petrol,Individual,18.9 kmpl
573,Skoda,2015,300000,Diesel,Individual,21.14 kmpl
574,Hyundai,2013,525000,Diesel,Individual,22.32 kmpl
577,Mahindra,2016,1100000,Diesel,Individual,15.4 kmpl
578,Renault,2012,480000,Diesel,Individual,19.01 kmpl
579,Mahindra,2014,605000,Diesel,Individual,15.1 kmpl
580,Maruti,2016,250000,Petrol,Individual,24.7 kmpl
581,Ford,2013,245000,Diesel,Individual,20.0 kmpl
582,Hyundai,2012,210000,Petrol,Individual,20.36 kmpl
583,Maruti,2020,730000,Petrol,Individual,21.21 kmpl
584,Mahindra,2012,500000,Diesel,Individual,15.96 kmpl
585,Maruti,2015,400000,Petrol,Individual,20.51 kmpl
586,Hyundai,2015,280000,Petrol,Individual,21.1 kmpl
587,Toyota,2009,561000,Diesel,Individual,12.8 kmpl
588,Mitsubishi,2013,950000,Diesel,Dealer,13.5 kmpl
589,Chevrolet,2016,375000,Diesel,Dealer,25.44 kmpl
590,Volkswagen,2017,700000,Diesel,Dealer,21.66 kmpl
591,Toyota,2012,375000,Petrol,Dealer,17.6 kmpl
592,Hyundai,2012,270000,Petrol,Dealer,21.1 kmpl
593,Renault,2016,300000,Petrol,Dealer,25.17 kmpl
594,Maruti,2010,225000,Petrol,Dealer,19.0 kmpl
595,Toyota,2015,1350000,Diesel,Dealer,12.99 kmpl
596,Maruti,2010,200000,Petrol,Dealer,18.2 kmpl
597,Hyundai,2011,400000,Diesel,Dealer,22.32 kmpl
598,Honda,2013,500000,Diesel,Dealer,25.8 kmpl
599,Maruti,2015,500000,Petrol,Dealer,22.0 kmpl
600,Toyota,2013,1500000,Diesel,Dealer,14.24 kmpl
601,Ford,2015,555000,Petrol,Individual,15.8 kmpl
602,Hyundai,2018,580000,Petrol,Individual,18.9 kmpl
603,Tata,2011,337000,Diesel,Individual,13.7 kmpl
604,Tata,2011,175000,Diesel,Individual,12.2 kmpl
605,Tata,2009,180000,Diesel,Individual,18.8 kmpl
606,Hyundai,2011,200000,Petrol,Individual,19.81 kmpl
607,Tata,2016,260000,Diesel,Individual,19.09 kmpl
608,Renault,2016,350000,Petrol,Individual,23.01 kmpl
609,Mahindra,2011,409999,Diesel,Individual,13.6 kmpl
610,Mahindra,2017,655000,Diesel,Individual,18.49 kmpl
611,Maruti,2015,370000,Diesel,Individual,26.59 kmpl
612,Maruti,2013,200000,Petrol,Individual,22.74 kmpl
613,Maruti,2017,800000,Diesel,Individual,24.52 kmpl
614,Tata,2019,550000,Petrol,Individual,24.0 kmpl
615,Ford,2012,300000,Diesel,Individual,20.0 kmpl
616,Maruti,2017,220000,Petrol,Individual,16.8 kmpl
617,Maruti,2011,196000,Petrol,Individual,18.9 kmpl
618,Hyundai,2008,135000,Petrol,Individual,19.81 kmpl
619,Tata,2015,299000,Petrol,Individual,17.57 kmpl
620,Maruti,2017,300000,Petrol,Individual,23.95 kmpl
621,Maruti,2017,720000,Diesel,Individual,24.52 kmpl
622,Tata,2016,650000,Diesel,Individual,14.1 kmpl
623,Maruti,2016,300000,Petrol,Individual,23.95 kmpl
624,Hyundai,2019,750000,Diesel,Individual,24.0 kmpl
625,Renault,2016,260000,Petrol,Individual,25.17 kmpl
626,Maruti,2011,300000,Diesel,Individual,22.9 kmpl
627,Mahindra,2014,600000,Diesel,Individual,15.96 kmpl
628,Honda,2004,275000,Petrol,Individual,9.0 kmpl
629,Maruti,2015,250000,Petrol,Individual,23.95 kmpl
630,Maruti,2014,420000,Diesel,Individual,23.4 kmpl
631,Hyundai,2015,235000,Petrol,Individual,21.1 kmpl
632,Mahindra,2016,1100000,Diesel,Individual,15.4 kmpl
633,Maruti,2019,360000,Petrol,Individual,23.95 kmpl
634,Hyundai,2014,380000,Diesel,Individual,24.0 kmpl
635,Ford,2016,650000,Diesel,Individual,22.77 kmpl
636,Maruti,2016,350000,Petrol,Individual,20.51 kmpl
637,Mahindra,2017,700000,Diesel,Individual,15.96 kmpl
638,Hyundai,2010,270000,Diesel,Individual,23.0 kmpl
639,Tata,2017,450000,Diesel,Individual,22.95 kmpl
640,Mahindra,2016,630000,Diesel,Individual,16.55 kmpl
641,Mahindra,2010,229999,Diesel,Individual,14.0 kmpl
642,Mahindra,2010,229999,Diesel,Individual,14.0 kmpl
643,Maruti,2011,270000,Petrol,Individual,18.9 kmpl
644,Tata,2009,135000,Petrol,Individual,0.0 kmpl
645,Maruti,2012,275000,Petrol,Individual,18.9 kmpl
646,Jaguar,2017,2625000,Diesel,Dealer,13.6 kmpl
647,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
648,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
649,Tata,2015,503000,Diesel,Individual,14.1 kmpl
650,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
651,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
652,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
653,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
654,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
655,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
656,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
657,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
658,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
659,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
660,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
661,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
662,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
663,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
664,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
665,Mahindra,2015,634000,Diesel,Individual,18.49 kmpl
666,Maruti,2012,235000,Petrol,Individual,19.0 kmpl
667,Hyundai,2008,275000,Petrol,Individual,20.36 kmpl
668,Mahindra,2014,700000,Diesel,Individual,16.55 kmpl
669,Fiat,2013,400000,Diesel,Individual,20.3 kmpl
670,Maruti,2012,215000,Petrol,Individual,19.7 kmpl
671,Hyundai,2009,150000,Diesel,Individual,17.1 kmpl
672,Maruti,2018,950000,Diesel,Individual,25.1 kmpl
673,Mahindra,2015,730000,Diesel,Individual,18.49 kmpl
674,Tata,2012,135000,Diesel,Individual,19.0 kmpl
675,Hyundai,2016,350000,Petrol,Individual,19.1 kmpl
676,Mahindra,2018,535000,Petrol,Individual,18.15 kmpl
677,Maruti,2018,455000,Petrol,Individual,19.0 kmpl
678,Maruti,2019,655000,Petrol,Individual,21.21 kmpl
679,Ford,2019,800000,Diesel,Individual,23.0 kmpl
680,Toyota,2018,1100000,Petrol,Individual,17.8 kmpl
681,Mercedes-Benz,2016,3000000,Diesel,Individual,13.0 kmpl
682,Toyota,2012,1225000,Diesel,Individual,11.5 kmpl
683,Mahindra,2018,340000,Petrol,Individual,18.15 kmpl
684,Volkswagen,2011,300000,Diesel,Individual,20.54 kmpl
685,Ford,2016,370000,Petrol,Individual,18.16 kmpl
686,Mahindra,2013,330000,Diesel,Individual,15.96 kmpl
687,Hyundai,2014,238000,Petrol,Individual,17.92 kmpl
689,Hyundai,2013,200000,Petrol,Individual,17.92 kmpl
690,Nissan,2014,320000,Diesel,Individual,22.71 kmpl
691,Hyundai,2009,114999,Petrol,Individual,17.92 kmpl
692,Maruti,2015,320000,Petrol,Individual,20.51 kmpl
693,Hyundai,2010,210000,Petrol,Individual,19.81 kmpl
694,Mahindra,2011,200000,Diesel,Individual,14.0 kmpl
695,Maruti,2009,135000,Petrol,Individual,18.9 kmpl
696,Tata,2015,350000,Diesel,Individual,19.09 kmpl
697,Mahindra,2014,350000,Diesel,Individual,13.6 kmpl
698,Maruti,2017,680000,Diesel,Individual,28.4 kmpl
699,Maruti,2010,200000,Diesel,Individual,17.8 kmpl
700,Renault,2016,300000,Petrol,Individual,23.01 kmpl
701,Mahindra,2011,270000,Diesel,Individual,14.0 kmpl
702,Maruti,2012,225000,Petrol,Individual,18.9 kmpl
703,Mahindra,2008,250000,Diesel,Individual,13.6 kmpl
704,Mahindra,2015,590000,Diesel,Individual,18.49 kmpl
705,Hyundai,2015,290000,Petrol,Individual,21.1 kmpl
706,Maruti,2010,100000,Petrol,Individual,19.0 kmpl
707,Maruti,2016,395000,Petrol,Individual,23.1 kmpl
708,Hyundai,2014,195000,Petrol,Individual,21.1 kmpl
709,Tata,2011,45000,Petrol,Individual,26.0 kmpl
710,Mahindra,2009,270000,Diesel,Individual,13.6 kmpl
711,Chevrolet,2014,600000,Diesel,Individual,13.58 kmpl
712,Hyundai,2015,715000,Diesel,Individual,22.54 kmpl
713,Hyundai,2019,600000,Petrol,Individual,18.6 kmpl
714,Mahindra,2019,875000,Diesel,Individual,18.49 kmpl
715,Mahindra,2011,420000,Diesel,Individual,13.5 kmpl
716,Honda,2007,325000,Petrol,Individual,10.1 kmpl
717,Datsun,2017,385000,Petrol,Individual,20.63 kmpl
718,Mahindra,2016,300000,Petrol,Individual,18.15 kmpl
719,Hyundai,2012,335000,Diesel,Individual,21.9 kmpl
720,Maruti,2014,300000,Petrol,Individual,23.1 kmpl
721,Hyundai,2004,80000,Petrol,Individual,13.2 kmpl
722,Mahindra,2012,400000,Diesel,Individual,15.96 kmpl
723,Tata,2012,168000,Diesel,Individual,19.09 kmpl
724,Mahindra,2016,550000,Diesel,Individual,15.96 kmpl
726,Mahindra,2011,320000,Diesel,Individual,13.6 kmpl
727,Mahindra,2011,320000,Diesel,Individual,15.96 kmpl
728,Nissan,2011,350000,Petrol,Individual,16.95 kmpl
729,Tata,2013,280000,Diesel,Individual,21.02 kmpl
730,Hyundai,2017,550000,Diesel,Individual,24.4 kmpl
731,Hyundai,2018,500000,Petrol,Individual,20.14 kmpl
732,Ford,2019,700000,Petrol,Individual,19.0 kmpl
733,Skoda,2013,380000,Diesel,Individual,20.5 kmpl
734,Mahindra,2012,340000,Diesel,Individual,15.96 kmpl
735,Mahindra,2007,160000,Diesel,Individual,13.6 kmpl
736,Toyota,2014,750000,Diesel,Individual,12.99 kmpl
737,Hyundai,2018,531000,Petrol,Individual,18.9 kmpl
738,Renault,2017,300000,Petrol,Individual,23.01 kmpl
739,Volkswagen,2014,350000,Diesel,Individual,20.14 kmpl
740,Chevrolet,2010,150000,Petrol,Individual,18.6 kmpl
741,Maruti,2015,450000,Petrol,Individual,20.4 kmpl
742,Mahindra,2017,1625000,Diesel,Individual,16.0 kmpl
745,Tata,2006,85000,Diesel,Individual,16.8 kmpl
746,Hyundai,2018,450000,Petrol,Individual,18.9 kmpl
748,Tata,2017,360000,Diesel,Individual,27.28 kmpl
749,Maruti,2020,390000,Petrol,Individual,23.95 kmpl
750,Maruti,2011,145000,Petrol,Individual,15.37 kmpl
751,Mahindra,2012,540000,Diesel,Individual,12.05 kmpl
752,Toyota,2008,290000,Diesel,Individual,12.8 kmpl
753,Tata,2013,300000,Diesel,Individual,25.0 kmpl
754,Ford,2017,565000,Petrol,Individual,18.16 kmpl
755,Mahindra,2011,441000,Diesel,Individual,10.5 kmpl
757,Hyundai,2011,180000,Petrol,Individual,21.1 kmpl
758,Hyundai,2013,200000,Petrol,Individual,21.1 kmpl
759,Maruti,2005,85000,Petrol,Individual,19.7 kmpl
760,Tata,2006,67500,Diesel,Individual,17.88 kmpl
761,Maruti,2016,700000,Diesel,Individual,24.3 kmpl
762,Volkswagen,2010,275000,Diesel,Individual,22.07 kmpl
763,Hyundai,2019,600000,Petrol,Individual,18.9 kmpl
764,Mahindra,2011,250000,Diesel,Individual,13.0 kmpl
765,Mahindra,2016,600000,Diesel,Individual,15.96 kmpl
766,Fiat,2010,200000,Diesel,Individual,20.4 kmpl
767,Hyundai,2015,425000,Diesel,Individual,24.0 kmpl
768,Maruti,2012,420000,Diesel,Individual,19.3 kmpl
769,Hyundai,2012,321000,Diesel,Individual,23.0 kmpl
770,Mahindra,2012,350000,Diesel,Individual,14.0 kmpl
771,Honda,2017,490000,Petrol,Individual,17.8 kmpl
772,Mahindra,2015,680000,Diesel,Individual,15.4 kmpl
773,Maruti,2016,298000,Petrol,Individual,23.95 kmpl
775,Mahindra,2011,450000,Diesel,Individual,13.5 kmpl
777,Tata,2012,250000,Diesel,Individual,22.3 kmpl
778,Ford,2013,1075000,Diesel,Individual,12.8 kmpl
779,Hyundai,2017,500000,Petrol,Individual,18.9 kmpl
780,Ford,2019,681000,Petrol,Individual,19.0 kmpl
781,Mahindra,2014,650000,Diesel,Individual,15.1 kmpl
782,Chevrolet,2008,80000,Petrol,Individual,15.26 kmpl
783,Mahindra,2009,290000,Diesel,Individual,13.6 kmpl
784,Mahindra,2006,220000,Diesel,Individual,10.5 kmpl
785,Hyundai,2009,120000,Petrol,Individual,0.0 kmpl
786,Datsun,2017,229999,Petrol,Individual,22.7 kmpl
787,Mahindra,2003,150000,Diesel,Individual,13.6 kmpl
788,Maruti,2014,500000,Petrol,Individual,19.1 kmpl
789,Tata,2013,175000,Diesel,Individual,19.09 kmpl
790,Ford,2019,720000,Petrol,Individual,19.0 kmpl
791,Maruti,2012,100000,Petrol,Individual,16.1 kmpl
792,Honda,2009,250000,Petrol,Individual,12.9 kmpl
793,Mahindra,2014,810000,Diesel,Individual,15.1 kmpl
794,Maruti,2010,165000,Petrol,Individual,19.7 kmpl
795,Chevrolet,2016,409999,Diesel,Individual,12.2 kmpl
796,Maruti,2013,430000,Diesel,Individual,22.9 kmpl
797,Datsun,2015,300000,Petrol,Individual,20.62 kmpl
798,Maruti,2011,350000,Diesel,Individual,19.3 kmpl
799,Renault,2018,400000,Petrol,Individual,23.01 kmpl
800,Chevrolet,2016,420000,Diesel,Individual,18.2 kmpl
801,Maruti,2015,430000,Petrol,Individual,20.51 kmpl
802,Maruti,2017,573000,Petrol,Individual,20.4 kmpl
803,Hyundai,2015,210000,Petrol,Individual,21.1 kmpl
804,Renault,2015,600000,Diesel,Individual,19.01 kmpl
805,Honda,2008,150000,Petrol,Individual,17.7 kmpl
806,Tata,2019,550000,Petrol,Individual,20.3 kmpl
807,Maruti,2011,320000,Diesel,Individual,19.3 kmpl
808,Maruti,2000,80000,Petrol,Individual,16.1 kmpl
809,Honda,2019,800000,Diesel,Individual,27.4 kmpl
810,Maruti,2013,500000,Petrol,Individual,16.02 kmpl
811,Tata,2011,229999,Diesel,Individual,18.8 kmpl
812,Maruti,2013,500000,Petrol,Individual,16.02 kmpl
813,Hyundai,2015,630000,Petrol,Individual,18.6 kmpl
814,Maruti,2016,190000,Petrol,Individual,16.8 kmpl
815,Tata,2011,229999,Diesel,Individual,18.8 kmpl
816,Mahindra,2011,450000,Diesel,Individual,13.6 kmpl
817,Maruti,2008,95000,Petrol,Individual,19.7 kmpl
818,Maruti,2009,101000,Petrol,Individual,19.7 kmpl
819,Honda,2016,500000,Diesel,Individual,25.8 kmpl
820,Toyota,2014,1019999,Diesel,Individual,12.99 kmpl
821,Hyundai,2012,244000,Petrol,Individual,21.1 kmpl
822,Maruti,2013,250000,Petrol,Individual,20.51 kmpl
823,Maruti,2016,660000,Petrol,Individual,21.4 kmpl
824,Hyundai,2010,270000,Petrol,Individual,18.5 kmpl
825,Maruti,2012,280000,Diesel,Individual,23.2 kmpl
826,Hyundai,2017,1050000,Diesel,Individual,19.67 kmpl
827,Maruti,2017,525000,Petrol,Individual,20.85 kmpl
828,Hyundai,2017,850000,Diesel,Individual,23.9 kmpl
829,Mahindra,2016,1165000,Diesel,Individual,16.0 kmpl
830,Maruti,2012,345000,Petrol,Individual,18.6 kmpl
831,Hyundai,2007,95000,Petrol,Individual,17.8 kmpl
832,Maruti,2015,241000,Petrol,Individual,22.74 kmpl
833,Maruti,2015,235000,Petrol,Individual,22.74 kmpl
834,Ford,2015,615000,Diesel,Individual,22.77 kmpl
835,Mahindra,2014,350000,Diesel,Individual,20.8 kmpl
836,Maruti,2014,350000,Petrol,Individual,20.51 kmpl
837,Maruti,2014,380000,Petrol,Individual,20.51 kmpl
838,Tata,2017,400000,Diesel,Individual,14.07 kmpl
839,Maruti,2010,220000,Petrol,Individual,19.0 kmpl
840,Tata,2008,270000,Diesel,Individual,14.4 kmpl
841,Maruti,2012,275000,Petrol,Individual,18.5 kmpl
842,Tata,2009,125000,Diesel,Individual,17.0 kmpl
843,Hyundai,2015,360000,Petrol,Individual,19.81 kmpl
844,Hyundai,2019,550000,Petrol,Individual,18.9 kmpl
845,Ford,2011,200000,Petrol,Individual,16.6 kmpl
846,Mahindra,2016,327000,Petrol,Individual,18.15 kmpl
847,Hyundai,2016,425000,Petrol,Individual,19.81 kmpl
848,Maruti,2017,620000,Diesel,Individual,28.4 kmpl
849,Tata,2011,130000,Diesel,Individual,18.4 kmpl
850,Maruti,2009,120000,Petrol,Individual,19.7 kmpl
851,Mahindra,2011,400000,Diesel,Individual,12.05 kmpl
852,Hyundai,2007,185000,Diesel,Individual,16.8 kmpl
853,Hyundai,2015,204999,Petrol,Individual,20.3 kmpl
854,Maruti,2017,625000,Diesel,Individual,28.4 kmpl
855,Maruti,2013,600000,Diesel,Individual,20.77 kmpl
856,Tata,2011,150000,Petrol,Individual,12.8 kmpl
857,Renault,2017,300000,Petrol,Individual,23.01 kmpl
858,Chevrolet,2013,229999,Petrol,Individual,18.2 kmpl
859,Maruti,2018,220000,Petrol,Individual,16.8 kmpl
860,Hyundai,2016,576000,Petrol,Individual,18.6 kmpl
861,Renault,2016,265000,Petrol,Individual,25.17 kmpl
863,Hyundai,2011,300000,Diesel,Individual,22.32 kmpl
864,Tata,2017,420000,Diesel,Individual,24.7 kmpl
865,Maruti,2015,750000,Diesel,Individual,20.77 kmpl
866,Maruti,2012,165000,CNG,Individual,30.46 km/kg
867,Renault,2017,290000,Petrol,Individual,25.17 kmpl
868,Hyundai,2011,160000,Petrol,Individual,21.1 kmpl
869,Maruti,2017,695000,Diesel,Individual,26.59 kmpl
870,Maruti,2012,231000,LPG,Individual,26.2 km/kg
871,Toyota,2015,1050000,Diesel,Individual,21.43 kmpl
872,Hyundai,2013,400000,Petrol,Individual,18.5 kmpl
873,Hyundai,2016,500000,Petrol,Individual,18.6 kmpl
874,Tata,2010,150000,Diesel,Individual,21.12 kmpl
875,Mahindra,2016,400000,Diesel,Individual,14.02 kmpl
876,Tata,2010,120000,Diesel,Individual,17.0 kmpl
877,Mahindra,2014,480000,Diesel,Individual,14.02 kmpl
878,Tata,2013,200000,Diesel,Individual,19.09 kmpl
879,Ford,2012,300000,Diesel,Individual,17.8 kmpl
880,Maruti,2015,350000,Petrol,Individual,23.1 kmpl
881,Renault,2019,580000,Petrol,Individual,20.0 kmpl
882,Chevrolet,2012,200000,Diesel,Individual,25.44 kmpl
883,Mahindra,2016,750000,Diesel,Individual,11.0 kmpl
884,Renault,2016,261000,Petrol,Individual,25.17 kmpl
885,Chevrolet,2015,371000,Petrol,Individual,18.2 kmpl
886,Mahindra,2010,320000,Diesel,Individual,13.6 kmpl
887,Tata,2012,204999,Diesel,Individual,19.09 kmpl
888,Hyundai,2003,110000,Petrol,Individual,13.2 kmpl
889,Ford,2009,150000,Diesel,Individual,17.7 kmpl
890,Mahindra,2016,625000,Diesel,Individual,15.96 kmpl
891,Mahindra,2017,1300000,Diesel,Individual,15.4 kmpl
892,Skoda,2015,900000,Diesel,Individual,20.6 kmpl
893,Ford,2010,180000,Diesel,Individual,20.0 kmpl
894,Mahindra,2010,421000,Diesel,Individual,13.6 kmpl
895,Tata,2012,204999,Diesel,Individual,19.09 kmpl
896,Honda,2017,900000,Diesel,Individual,25.5 kmpl
897,Honda,2006,165000,Petrol,Individual,17.7 kmpl
898,Hyundai,2010,270000,Diesel,Individual,21.9 kmpl
899,Maruti,2017,750000,Diesel,Individual,24.3 kmpl
900,Hyundai,2019,750000,Petrol,Individual,18.6 kmpl
901,Maruti,2002,40000,Petrol,Individual,16.1 kmpl
902,Ford,2011,190000,Diesel,Individual,20.0 kmpl
903,Toyota,2009,395000,Diesel,Individual,12.8 kmpl
904,Toyota,2010,800000,Diesel,Individual,11.5 kmpl
905,Hyundai,2011,315000,Petrol,Individual,17.0 kmpl
906,Audi,2014,1600000,Diesel,Individual,16.55 kmpl
907,Toyota,2013,409999,Diesel,Individual,23.59 kmpl
